id;id_ubigeo;id_departamento;id_provincia;id_distrito;desc_ubigeo;estado
788;080308;08;03;08;PUCYURA;1
789;080309;08;03;09;ZURITE;1
790;080400;08;04;00;CALCA;1
791;080401;08;04;01;CALCA;1
792;080402;08;04;02;COYA;1
793;080403;08;04;03;LAMAY;1
794;080404;08;04;04;LARES;1
795;080405;08;04;05;PISAC;1
796;080406;08;04;06;SAN SALVADOR;1
797;080407;08;04;07;TARAY;1
798;080408;08;04;08;YANATILE;1
799;080500;08;05;00;CANAS;1
800;080501;08;05;01;YANAOCA;1
801;080502;08;05;02;CHECCA;1
802;080503;08;05;03;KUNTURKANKI;1
803;080504;08;05;04;LANGUI;1
804;080505;08;05;05;LAYO;1
805;080506;08;05;06;PAMPAMARCA;1
806;080507;08;05;07;QUEHUE;1
807;080508;08;05;08;TUPAC AMARU;1
808;080600;08;06;00;CANCHIS;1
809;080601;08;06;01;SICUANI;1
810;080602;08;06;02;CHECACUPE;1
811;080603;08;06;03;COMBAPATA;1
812;080604;08;06;04;MARANGANI;1
813;080605;08;06;05;PITUMARCA;1
814;080606;08;06;06;SAN PABLO;1
815;080607;08;06;07;SAN PEDRO;1
816;080608;08;06;08;TINTA;1
817;080700;08;07;00;CHUMBIVILCAS;1
818;080701;08;07;01;SANTO TOMAS;1
819;080702;08;07;02;CAPACMARCA;1
820;080703;08;07;03;CHAMACA;1
821;080704;08;07;04;COLQUEMARCA;1
822;080705;08;07;05;LIVITACA;1
823;080706;08;07;06;LLUSCO;1
824;080707;08;07;07;QUI OTA;1
825;080708;08;07;08;VELILLE;1
826;080800;08;08;00;ESPINAR;1
827;080801;08;08;01;ESPINAR;1
828;080802;08;08;02;CONDOROMA;1
829;080803;08;08;03;COPORAQUE;1
830;080804;08;08;04;OCORURO;1
831;080805;08;08;05;PALLPATA;1
832;080806;08;08;06;PICHIGUA;1
833;080807;08;08;07;SUYCKUTAMBO;1
834;080808;08;08;08;ALTO PICHIGUA;1
835;080900;08;09;00;LA CONVENCION;1
836;080901;08;09;01;SANTA ANA;1
837;080902;08;09;02;ECHARATE;1
838;080903;08;09;03;HUAYOPATA;1
839;080904;08;09;04;MARANURA;1
840;080905;08;09;05;OCOBAMBA;1
841;080906;08;09;06;QUELLOUNO;1
842;080907;08;09;07;KIMBIRI;1
843;080908;08;09;08;SANTA TERESA;1
844;080909;08;09;09;VILCABAMBA;1
845;080910;08;09;10;PICHARI;1
846;081000;08;10;00;PARURO;1
847;081001;08;10;01;PARURO;1
848;081002;08;10;02;ACCHA;1
849;081003;08;10;03;CCAPI;1
850;081004;08;10;04;COLCHA;1
851;081005;08;10;05;HUANOQUITE;1
852;081006;08;10;06;OMACHA;1
853;081007;08;10;07;PACCARITAMBO;1
854;081008;08;10;08;PILLPINTO;1
855;081009;08;10;09;YAURISQUE;1
856;081100;08;11;00;PAUCARTAMBO;1
857;081101;08;11;01;PAUCARTAMBO;1
858;081102;08;11;02;CAICAY;1
859;081103;08;11;03;CHALLABAMBA;1
860;081104;08;11;04;COLQUEPATA;1
861;081105;08;11;05;HUANCARANI;1
862;081106;08;11;06;KOS IPATA;1
863;081200;08;12;00;QUISPICANCHI;1
864;081201;08;12;01;URCOS;1
865;081202;08;12;02;ANDAHUAYLILLAS;1
866;081203;08;12;03;CAMANTI;1
867;081204;08;12;04;CCARHUAYO;1
868;081205;08;12;05;CCATCA;1
869;081206;08;12;06;CUSIPATA;1
870;081207;08;12;07;HUARO;1
871;081208;08;12;08;LUCRE;1
872;081209;08;12;09;MARCAPATA;1
873;081210;08;12;10;OCONGATE;1
874;081211;08;12;11;OROPESA;1
875;081212;08;12;12;QUIQUIJANA;1
876;081300;08;13;00;URUBAMBA;1
877;081301;08;13;01;URUBAMBA;1
878;081302;08;13;02;CHINCHERO;1
879;081303;08;13;03;HUAYLLABAMBA;1
880;081304;08;13;04;MACHUPICCHU;1
881;081305;08;13;05;MARAS;1
882;081306;08;13;06;OLLANTAYTAMBO;1
883;081307;08;13;07;YUCAY;1
884;090000;09;00;00;HUANCAVELICA;1
885;090100;09;01;00;HUANCAVELICA;1
886;090101;09;01;01;HUANCAVELICA;1
887;090102;09;01;02;ACOBAMBILLA;1
888;090103;09;01;03;ACORIA;1
889;090104;09;01;04;CONAYCA;1
890;090105;09;01;05;CUENCA;1
891;090106;09;01;06;HUACHOCOLPA;1
892;090107;09;01;07;HUAYLLAHUARA;1
893;090108;09;01;08;IZCUCHACA;1
894;090109;09;01;09;LARIA;1
895;090110;09;01;10;MANTA;1
896;090111;09;01;11;MARISCAL CACERES;1
897;090112;09;01;12;MOYA;1
898;090113;09;01;13;NUEVO OCCORO;1
899;090114;09;01;14;PALCA;1
900;090115;09;01;15;PILCHACA;1
901;090116;09;01;16;VILCA;1
902;090117;09;01;17;YAULI;1
903;090118;09;01;18;ASCENSION;1
904;090119;09;01;19;HUANDO;1
905;090200;09;02;00;ACOBAMBA;1
906;090201;09;02;01;ACOBAMBA;1
907;090202;09;02;02;ANDABAMBA;1
908;090203;09;02;03;ANTA;1
909;090204;09;02;04;CAJA;1
910;090205;09;02;05;MARCAS;1
911;090206;09;02;06;PAUCARA;1
912;090207;09;02;07;POMACOCHA;1
913;090208;09;02;08;ROSARIO;1
914;090300;09;03;00;ANGARAES;1
915;090301;09;03;01;LIRCAY;1
916;090302;09;03;02;ANCHONGA;1
917;090303;09;03;03;CALLANMARCA;1
918;090304;09;03;04;CCOCHACCASA;1
919;090305;09;03;05;CHINCHO;1
920;090306;09;03;06;CONGALLA;1
921;090307;09;03;07;HUANCA-HUANCA;1
922;090308;09;03;08;HUAYLLAY GRANDE;1
923;090309;09;03;09;JULCAMARCA;1
924;090310;09;03;10;SAN ANTONIO DE ANTAPARCO;1
925;090311;09;03;11;SANTO TOMAS DE PATA;1
926;090312;09;03;12;SECCLLA;1
927;090400;09;04;00;CASTROVIRREYNA;1
928;090401;09;04;01;CASTROVIRREYNA;1
929;090402;09;04;02;ARMA;1
930;090403;09;04;03;AURAHUA;1
931;090404;09;04;04;CAPILLAS;1
932;090405;09;04;05;CHUPAMARCA;1
933;090406;09;04;06;COCAS;1
934;090407;09;04;07;HUACHOS;1
935;090408;09;04;08;HUAMATAMBO;1
936;090409;09;04;09;MOLLEPAMPA;1
937;090410;09;04;10;SAN JUAN;1
938;090411;09;04;11;SANTA ANA;1
939;090412;09;04;12;TANTARA;1
940;090413;09;04;13;TICRAPO;1
941;090500;09;05;00;CHURCAMPA;1
942;090501;09;05;01;CHURCAMPA;1
943;090502;09;05;02;ANCO;1
944;090503;09;05;03;CHINCHIHUASI;1
945;090504;09;05;04;EL CARMEN;1
946;090505;09;05;05;LA MERCED;1
947;090506;09;05;06;LOCROJA;1
948;090507;09;05;07;PAUCARBAMBA;1
949;090508;09;05;08;SAN MIGUEL DE MAYOCC;1
950;090509;09;05;09;SAN PEDRO DE CORIS;1
951;090510;09;05;10;PACHAMARCA;1
952;090600;09;06;00;HUAYTARA;1
953;090601;09;06;01;HUAYTARA;1
954;090602;09;06;02;AYAVI;1
955;090603;09;06;03;CORDOVA;1
956;090604;09;06;04;HUAYACUNDO ARMA;1
957;090605;09;06;05;LARAMARCA;1
958;090606;09;06;06;OCOYO;1
959;090607;09;06;07;PILPICHACA;1
960;090608;09;06;08;QUERCO;1
961;090609;09;06;09;QUITO-ARMA;1
962;090610;09;06;10;SAN ANTONIO DE CUSICANCHA;1
963;090611;09;06;11;SAN FRANCISCO DE SANGAYAICO;1
964;090612;09;06;12;SAN ISIDRO;1
965;090613;09;06;13;SANTIAGO DE CHOCORVOS;1
966;090614;09;06;14;SANTIAGO DE QUIRAHUARA;1
967;090615;09;06;15;SANTO DOMINGO DE CAPILLAS;1
968;090616;09;06;16;TAMBO;1
969;090700;09;07;00;TAYACAJA;1
970;090701;09;07;01;PAMPAS;1
971;090702;09;07;02;ACOSTAMBO;1
972;090703;09;07;03;ACRAQUIA;1
973;090704;09;07;04;AHUAYCHA;1
974;090705;09;07;05;COLCABAMBA;1
975;090706;09;07;06;DANIEL HERNANDEZ;1
976;090707;09;07;07;HUACHOCOLPA;1
977;090708;09;07;08;HUANDO;1
978;090709;09;07;09;HUARIBAMBA;1
979;090710;09;07;10; AHUIMPUQUIO;1
980;090711;09;07;11;PAZOS;1
981;090713;09;07;13;QUISHUAR;1
982;090714;09;07;14;SALCABAMBA;1
983;090715;09;07;15;SALCAHUASI;1
984;090716;09;07;16;SAN MARCOS DE ROCCHAC;1
985;090717;09;07;17;SURCUBAMBA;1
986;090718;09;07;18;TINTAY PUNCU;1
987;100000;10;00;00;HUANUCO;1
988;100100;10;01;00;HUANUCO;1
989;100101;10;01;01;HUANUCO;1
990;100102;10;01;02;AMARILIS;1
991;100103;10;01;03;CHINCHAO;1
992;100104;10;01;04;CHURUBAMBA;1
993;100105;10;01;05;MARGOS;1
994;100106;10;01;06;QUISQUI;1
995;100107;10;01;07;SAN FRANCISCO DE CAYRAN;1
996;100108;10;01;08;SAN PEDRO DE CHAULAN;1
997;100109;10;01;09;SANTA MARIA DEL VALLE;1
998;100110;10;01;10;YARUMAYO;1
999;100111;10;01;11;PILLCO MARCA;1
1000;100200;10;02;00;AMBO;1
